,applicant_income,coapplicant_income,loan_amount,loan_amount_term,credit_history,loan_status,gender_Female,gender_Male,married_No,married_Yes,dependents_0,dependents_1,dependents_2,dependents_3+,education_Graduate,education_Not Graduate,self_employed_No,self_employed_Yes,property_area_Rural,property_area_Semiurban,property_area_Urban
22,8.220941168281389,7.98139158158007,5.0238805208462765,5.8888779583328805,1.0,N,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
23,9.165447603085447,0.0,5.2574953720277815,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
24,7.937374696163295,7.720461694599722,4.812184355372417,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
25,8.34924780056679,6.947937068614969,4.709530201312334,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
26,7.274479558773871,0.0,3.58351893845611,5.8888779583328805,1.0,N,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
27,8.229777750081887,7.642044402873258,4.795790545596741,5.8888779583328805,1.0,Y,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
28,8.334951631422454,8.122668023346407,5.308267697401205,5.8888779583328805,1.0,N,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
29,8.060855752934316,0.0,4.31748811353631,5.8888779583328805,1.0,N,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
30,8.453827315794417,0.0,4.672828834461906,5.8888779583328805,1.0,N,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
31,8.160803920954665,7.419380582918692,4.74493212836325,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
32,9.433563920090563,8.006700845440367,5.771441123130016,5.8888779583328805,1.0,N,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
33,7.511524648390866,7.193685818395112,4.61512051684126,5.8888779583328805,0.0,N,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
34,8.207401833376355,7.286191714702382,4.976733742420574,5.8888779583328805,1.0,Y,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
35,8.334951631422454,8.88336291691676,5.220355825078324,5.8888779583328805,1.0,Y,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
36,8.229244416735913,7.419979923661835,4.709530201312334,5.8888779583328805,1.0,Y,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
37,8.188966863648876,0.0,4.394449154672439,5.8888779583328805,1.0,N,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
38,7.496097345175956,7.101675971619444,3.871201010907891,5.8888779583328805,1.0,Y,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
39,7.783640596221253,0.0,4.330733340286331,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
40,8.279443487712665,7.756623334538858,4.90527477843843,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
41,8.454466361507933,0.0,4.574710978503383,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
42,8.134760782418645,0.0,4.48863636973214,5.8888779583328805,1.0,Y,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
43,8.639410824140487,0.0,3.8066624897703196,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
44,8.669399124305569,0.0,4.976733742420574,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
45,7.880804344674901,8.14351740579748,4.795790545596741,5.8888779583328805,0.0,N,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
46,8.294299608857235,7.730174795246222,4.976733742420574,5.8888779583328805,1.0,Y,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
47,7.564757012905729,7.405495663199472,4.61512051684126,5.8888779583328805,1.0,Y,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
48,8.034955024502159,0.0,4.795790545596741,5.8888779583328805,1.0,Y,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
49,8.350193650720067,0.0,4.727387818712341,5.8888779583328805,1.0,N,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
50,8.43750042250699,0.0,4.90527477843843,5.8888779583328805,1.0,N,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
51,9.350189267092581,0.0,5.659482215759621,5.8888779583328805,0.0,N,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
52,7.904334842085095,7.0630481633881725,4.584967478670572,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
53,7.665284718471351,7.3727463664043285,4.574710978503383,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
54,8.121777419161074,7.696667081526462,4.912654885736052,5.8888779583328805,1.0,N,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
55,8.997270906233448,7.719129840906732,5.198497031265826,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
56,8.119100837637486,7.958576903813898,4.976733742420574,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
57,7.824445930877619,8.241966560231802,4.795790545596741,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
58,8.016317898503415,0.0,4.605170185988092,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
59,7.867105500316739,8.146129510025405,5.111987788356544,5.198497031265826,0.0,N,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
60,8.334951631422454,0.0,4.762173934797756,5.8888779583328805,0.0,N,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
61,8.652947112393857,8.432941638968646,5.556828061699537,5.8888779583328805,1.0,N,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
62,8.071218539969863,7.720905251936779,4.844187086458591,5.198497031265826,0.0,N,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
63,9.282754052485227,0.0,5.746203190540153,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
64,8.867990898182093,0.0,4.836281906951478,4.110873864173311,1.0,Y,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
65,8.366602832783736,0.0,4.919980925828125,5.8888779583328805,0.0,N,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
66,8.073714641109857,8.028455164114252,5.153291594497779,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67,7.53689712956617,7.53689712956617,4.584967478670572,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
68,8.160803920954665,0.0,4.406719247264253,5.707110264748875,1.0,Y,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
69,8.467162257810672,0.0,4.564348191467836,5.8888779583328805,0.0,N,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
70,8.569216219483389,7.4815557019095165,5.236441962829949,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
71,8.229777750081887,0.0,4.736198448394496,6.175867270105761,1.0,N,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
72,8.229777750081887,8.46611040118692,5.176149732573829,5.8888779583328805,1.0,N,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
73,6.90875477931522,8.014004994779459,4.709530201312334,5.8888779583328805,1.0,N,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
74,8.060855752934316,8.294299608857235,5.198497031265826,5.707110264748875,0.0,N,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
75,8.111928063310739,7.681099001536359,4.875197323201151,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
76,8.255048902752295,0.0,4.718498871295094,5.8888779583328805,1.0,Y,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
77,7.229113877793302,7.540090320145325,5.123963979403259,5.8888779583328805,1.0,N,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
78,8.699681400989514,7.719129840906732,5.583496308781699,5.8888779583328805,1.0,N,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
79,8.291295851905407,0.0,3.9318256327243257,5.484796933490655,1.0,Y,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
80,7.769378609513984,7.836764783264067,4.919980925828125,5.8888779583328805,1.0,Y,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
81,8.111928063310739,7.601402334583733,4.605170185988092,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
82,7.824445930877619,7.6586995582682995,4.653960350157523,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
83,9.055672891964043,0.0,5.351858133476067,5.8888779583328805,1.0,Y,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
84,8.647519453091812,8.335191583433202,5.170483995038151,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
85,7.99260665240021,7.972810784121404,4.882801922586371,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
86,8.740496729931813,8.640295388550221,5.241747015059643,5.198497031265826,1.0,Y,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
87,8.09376775793108,7.507141079727608,4.406719247264253,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
88,8.327000740241713,0.0,4.812184355372417,5.8888779583328805,1.0,Y,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
89,8.19450550976564,0.0,3.258096538021482,4.795790545596741,1.0,Y,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
90,7.818027938530729,7.741967899820685,4.927253685157205,5.8888779583328805,1.0,Y,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
91,7.589841512182657,6.905753276311464,3.9318256327243257,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
92,8.340217320947035,0.0,4.7535901911063645,5.198497031265826,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
93,7.473069088032197,8.17244681834278,4.882801922586371,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
94,8.36380888451688,8.090708716083997,4.897839799950911,5.198497031265826,1.0,Y,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
95,8.485496104672983,8.244596756382498,5.0238805208462765,5.8888779583328805,1.0,Y,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
96,8.247220052745229,6.626717749249025,5.081404364984463,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
97,8.023879992734878,6.93828448401696,4.61512051684126,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
98,9.342946336524205,7.027314514039777,5.420534999272286,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
99,8.900276348631271,0.0,4.795790545596741,5.8888779583328805,1.0,N,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
100,8.24301946898925,8.188966863648876,5.37989735354046,5.8888779583328805,0.0,N,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
101,7.6362696033793735,6.626717749249025,4.553876891600541,6.175867270105761,1.0,Y,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
102,8.57866451350434,0.0,4.919980925828125,5.8888779583328805,1.0,Y,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
103,7.982757702011113,7.755338812846501,4.941642422609304,5.8888779583328805,1.0,Y,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
104,8.181160858023409,8.32239411311117,5.030437921392435,5.8888779583328805,0.0,N,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
105,8.527341522468053,0.0,4.77912349311153,5.8888779583328805,1.0,Y,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
106,9.5876803163585,0.0,5.225746673713202,5.198497031265826,1.0,Y,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
107,8.060855752934316,7.7336835707759,5.043425116919247,5.8888779583328805,1.0,Y,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
108,7.703007682479236,7.243512974665482,4.454347296253507,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
109,8.624970783589669,7.669961995473577,5.170483995038151,5.8888779583328805,1.0,N,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
110,9.250426095515468,0.0,5.560681631015528,5.8888779583328805,1.0,Y,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
111,8.64259160081057,7.889084407035514,5.198497031265826,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
112,8.334951631422454,0.0,3.8066624897703196,5.8888779583328805,1.0,Y,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
113,7.6676260915849905,9.10286651367095,4.927253685157205,5.8888779583328805,0.0,Y,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
114,7.992268643270745,0.0,4.406719247264253,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
115,8.366602832783736,7.608374474380783,5.272999558563747,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
116,8.214194414852564,0.0,4.543294782270004,5.8888779583328805,1.0,Y,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
117,9.260462981379394,8.25608813381491,5.081404364984463,5.198497031265826,0.0,N,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
118,8.71292443512011,7.851661177889265,5.209486152841421,5.8888779583328805,1.0,N,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
119,7.608374474380783,7.5652752818989315,4.31748811353631,5.8888779583328805,1.0,Y,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
120,7.908019444632471,0.0,4.2626798770413155,5.8888779583328805,1.0,Y,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
121,8.14902386805177,0.0,3.258096538021482,4.795790545596741,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
122,8.496173824192162,0.0,4.634728988229636,5.8888779583328805,1.0,Y,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
123,8.294299608857235,8.955577146281511,5.673323267171493,5.8888779583328805,1.0,N,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
124,8.430327258394575,0.0,4.442651256490317,5.8888779583328805,1.0,N,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
125,8.106816038947052,8.160803920954665,4.48863636973214,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
126,9.615805480084347,0.0,5.493061443340548,5.8888779583328805,0.0,N,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
127,8.343077871169383,7.266128779556451,4.867534450455582,5.8888779583328805,1.0,N,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
128,8.525756422076725,7.642044402873258,5.225746673713202,5.8888779583328805,1.0,N,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
129,8.59748202264504,0.0,5.1298987149230735,5.8888779583328805,1.0,Y,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
130,8.846640813100485,0.0,5.170483995038151,5.198497031265826,1.0,Y,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
131,7.900636613018005,7.618251097876695,4.812184355372417,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
132,9.3722891389622,0.0,5.236441962829949,5.198497031265826,1.0,Y,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
133,7.754052639035757,8.408939605975984,4.61512051684126,5.8888779583328805,1.0,Y,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
134,9.60689927061335,0.0,4.2626798770413155,5.8888779583328805,1.0,Y,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
135,7.338888133838879,7.262628600974241,3.4339872044851463,5.8888779583328805,1.0,Y,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
